,note01,note02,note03,note04,note05,note06,note07,note08,note09,note10
3815,57,60,63,65,0,0,0,0,0,0
3816,46,58,62,70,0,0,0,0,0,0
3817,43,55,62,70,0,0,0,0,0,0
3818,50,62,65,77,0,0,0,0,0,0
3819,49,61,67,79,0,0,0,0,0,0
3820,48,60,69,75,81,0,0,0,0,0
3821,53,57,63,68,75,80,0,0,0,0
3822,53,60,63,69,75,81,0,0,0,0
3823,45,67,75,79,0,0,0,0,0,0
3824,53,60,63,66,75,78,0,0,0,0
3825,41,67,75,79,0,0,0,0,0,0
3826,53,57,63,67,75,79,0,0,0,0
3827,66,75,78,0,0,0,0,0,0,0
3828,46,65,74,77,0,0,0,0,0,0
3829,41,65,74,77,0,0,0,0,0,0
3830,46,65,77,0,0,0,0,0,0,0
3831,41,79,91,0,0,0,0,0,0,0
3832,53,58,62,77,89,0,0,0,0,0
3833,48,75,87,0,0,0,0,0,0,0
3834,41,75,87,0,0,0,0,0,0,0
3835,53,57,63,81,0,0,0,0,0,0
3836,45,77,0,0,0,0,0,0,0,0
3837,53,60,63,0,0,0,0,0,0,0
3838,41,77,89,0,0,0,0,0,0,0
3839,53,57,63,75,87,0,0,0,0,0
3840,52,58,61,74,86,0,0,0,0,0
3841,43,55,65,70,74,77,0,0,0,0
3842,34,46,70,74,82,0,0,0,0,0
3843,70,72,75,0,0,0,0,0,0,0
3844,56,60,68,0,0,0,0,0,0,0
3845,56,60,65,0,0,0,0,0,0,0
3846,68,70,74,80,0,0,0,0,0,0
3847,65,68,70,74,77,0,0,0,0,0
3848,67,70,73,79,0,0,0,0,0,0
3849,53,56,60,65,0,0,0,0,0,0
3850,65,68,72,80,0,0,0,0,0,0
3851,72,75,79,84,0,0,0,0,0,0
3852,67,70,74,79,0,0,0,0,0,0
3853,77,79,83,89,0,0,0,0,0,0
3854,70,77,82,0,0,0,0,0,0,0
3855,71,77,79,83,0,0,0,0,0,0
3856,74,79,86,0,0,0,0,0,0,0
3857,75,79,84,87,0,0,0,0,0,0
3858,72,75,84,0,0,0,0,0,0,0
3859,67,72,75,79,0,0,0,0,0,0
3860,71,74,78,83,0,0,0,0,0,0
3861,72,74,78,84,0,0,0,0,0,0
3862,69,74,78,81,0,0,0,0,0,0
3863,62,66,69,72,74,0,0,0,0,0
3864,64,69,72,76,0,0,0,0,0,0
3865,71,74,79,83,0,0,0,0,0,0
3866,72,74,80,0,0,0,0,0,0,0
3867,58,63,67,70,0,0,0,0,0,0
3868,62,67,70,74,0,0,0,0,0,0
3869,74,79,82,86,0,0,0,0,0,0
3870,70,74,79,82,0,0,0,0,0,0
3871,75,80,84,87,0,0,0,0,0,0
3872,67,68,72,79,0,0,0,0,0,0
3873,76,80,84,88,0,0,0,0,0,0
3874,79,81,84,87,91,0,0,0,0,0
3875,77,81,87,89,0,0,0,0,0,0
3876,72,74,77,80,84,0,0,0,0,0
3877,72,74,84,0,0,0,0,0,0,0
3878,65,68,72,75,77,0,0,0,0,0
3879,68,80,82,0,0,0,0,0,0,0
3880,67,70,73,75,0,0,0,0,0,0
3881,77,79,82,85,89,0,0,0,0,0
3882,79,83,86,91,0,0,0,0,0,0
3883,77,79,83,86,89,0,0,0,0,0
3884,79,81,87,91,0,0,0,0,0,0
3885,80,84,89,92,0,0,0,0,0,0
3886,79,82,86,91,0,0,0,0,0,0
3887,77,82,89,0,0,0,0,0,0,0
3888,75,77,81,87,0,0,0,0,0,0
3889,72,75,77,81,84,0,0,0,0,0
3890,72,74,80,84,0,0,0,0,0,0
3891,75,77,81,84,87,89,0,0,0,0
3892,84,89,92,0,0,0,0,0,0,0
3893,46,61,0,0,0,0,0,0,0,0
3894,61,63,67,0,0,0,0,0,0,0
3895,46,55,61,0,0,0,0,0,0,0
3896,51,60,63,0,0,0,0,0,0,0
3897,52,58,0,0,0,0,0,0,0,0
3898,47,55,0,0,0,0,0,0,0,0
3899,48,53,0,0,0,0,0,0,0,0
3900,63,65,69,0,0,0,0,0,0,0
3901,29,0,0,0,0,0,0,0,0,0
3902,57,63,65,69,0,0,0,0,0,0
3903,53,57,63,65,0,0,0,0,0,0
3904,53,61,65,0,0,0,0,0,0,0
3905,60,62,68,0,0,0,0,0,0,0
3906,55,61,63,67,0,0,0,0,0,0
3907,41,50,56,0,0,0,0,0,0,0
3908,38,53,0,0,0,0,0,0,0,0
3909,59,65,67,71,0,0,0,0,0,0
3910,36,55,0,0,0,0,0,0,0,0
3911,55,63,67,0,0,0,0,0,0,0
3912,55,60,63,67,0,0,0,0,0,0
3913,38,45,0,0,0,0,0,0,0,0
3914,60,62,65,68,0,0,0,0,0,0
3915,36,51,0,0,0,0,0,0,0,0
3916,58,62,67,0,0,0,0,0,0,0
3917,39,46,0,0,0,0,0,0,0,0
3918,55,58,63,67,0,0,0,0,0,0
3919,39,55,0,0,0,0,0,0,0,0
3920,45,46,0,0,0,0,0,0,0,0
3921,57,63,65,0,0,0,0,0,0,0
3922,53,62,68,0,0,0,0,0,0,0
3923,55,61,0,0,0,0,0,0,0,0
3924,60,63,68,72,0,0,0,0,0,0
3925,48,56,63,0,0,0,0,0,0,0
3926,47,56,62,0,0,0,0,0,0,0
3927,62,68,0,0,0,0,0,0,0,0
3928,55,61,65,0,0,0,0,0,0,0
3929,46,56,62,0,0,0,0,0,0,0
3930,58,62,68,70,0,0,0,0,0,0
3931,58,62,68,74,0,0,0,0,0,0
3932,27,0,0,0,0,0,0,0,0,0
3933,44,51,60,0,0,0,0,0,0,0
3934,56,63,0,0,0,0,0,0,0,0
3935,62,63,0,0,0,0,0,0,0,0
3936,51,75,0,0,0,0,0,0,0,0
3937,65,70,77,0,0,0,0,0,0,0
3938,71,75,80,83,0,0,0,0,0,0
3939,62,68,74,0,0,0,0,0,0,0
3940,61,70,73,0,0,0,0,0,0,0
3941,60,68,72,0,0,0,0,0,0,0
3942,61,68,73,0,0,0,0,0,0,0
3943,74,80,84,0,0,0,0,0,0,0
3944,81,84,89,0,0,0,0,0,0,0
3945,63,67,70,73,75,0,0,0,0,0
3946,77,84,89,0,0,0,0,0,0,0
3947,76,84,88,0,0,0,0,0,0,0
3948,74,78,86,0,0,0,0,0,0,0
3949,72,77,80,84,0,0,0,0,0,0
3950,63,67,72,0,0,0,0,0,0,0
3951,56,59,62,65,0,0,0,0,0,0
3952,65,69,72,75,0,0,0,0,0,0
3953,65,70,73,0,0,0,0,0,0,0
3954,64,70,73,0,0,0,0,0,0,0
3955,63,67,70,73,0,0,0,0,0,0
3956,56,59,61,65,0,0,0,0,0,0
3957,57,62,66,0,0,0,0,0,0,0
3958,38,50,74,86,0,0,0,0,0,0
3959,54,57,74,86,0,0,0,0,0,0
3960,45,71,83,0,0,0,0,0,0,0
3961,54,57,71,83,0,0,0,0,0,0
3962,50,69,81,0,0,0,0,0,0,0
3963,54,57,69,81,0,0,0,0,0,0
3964,54,57,66,78,0,0,0,0,0,0
3965,47,64,76,0,0,0,0,0,0,0
3966,55,59,64,76,0,0,0,0,0,0
3967,55,59,67,79,0,0,0,0,0,0
3968,40,71,83,0,0,0,0,0,0,0
3969,55,59,71,83,0,0,0,0,0,0
3970,45,73,85,0,0,0,0,0,0,0
3971,55,57,61,73,85,0,0,0,0,0
3972,40,69,81,0,0,0,0,0,0,0
3973,55,57,61,69,81,0,0,0,0,0
3974,50,74,86,0,0,0,0,0,0,0
3975,45,69,81,0,0,0,0,0,0,0
3976,55,57,61,71,83,0,0,0,0,0
3977,43,55,74,79,83,86,0,0,0,0
3978,47,59,74,79,83,0,0,0,0,0
3979,49,61,74,79,82,0,0,0,0,0
3980,50,62,74,78,81,0,0,0,0,0
3981,49,61,73,78,82,0,0,0,0,0
3982,47,59,75,78,83,0,0,0,0,0
3983,54,57,62,69,78,0,0,0,0,0
3984,45,67,73,76,0,0,0,0,0,0
3985,38,50,66,74,0,0,0,0,0,0
3986,38,74,78,81,86,0,0,0,0,0
3987,38,50,74,78,81,0,0,0,0,0
3988,54,57,62,74,78,83,0,0,0,0
3989,54,57,62,74,78,81,0,0,0,0
3990,33,45,74,78,83,0,0,0,0,0
3991,74,78,81,0,0,0,0,0,0,0
3992,74,78,83,0,0,0,0,0,0,0
3993,54,57,62,74,78,86,0,0,0,0
3994,33,45,74,78,0,0,0,0,0,0
3995,73,79,81,85,0,0,0,0,0,0
3996,33,45,73,79,81,85,0,0,0,0
3997,55,57,61,72,84,0,0,0,0,0
3998,52,73,85,0,0,0,0,0,0,0
3999,33,45,71,74,78,83,0,0,0,0
4000,33,45,74,78,81,0,0,0,0,0
4001,35,47,74,78,83,0,0,0,0,0
4002,37,49,74,78,82,0,0,0,0,0
4003,38,50,69,81,0,0,0,0,0,0
4004,43,55,71,74,79,83,0,0,0,0
4005,55,59,62,71,74,79,83,0,0,0
4006,47,59,74,79,83,86,0,0,0,0
4007,55,59,62,74,79,83,0,0,0,0
4008,71,75,78,83,0,0,0,0,0,0
4009,47,59,71,75,78,83,0,0,0,0
4010,38,50,74,78,81,86,0,0,0,0
4011,33,45,69,78,0,0,0,0,0,0
4012,33,45,67,73,76,0,0,0,0,0
4013,38,50,66,69,74,0,0,0,0,0
4014,26,38,74,78,81,86,0,0,0,0
4015,38,50,62,0,0,0,0,0,0,0
4016,39,51,64,0,0,0,0,0,0,0
4017,40,52,66,0,0,0,0,0,0,0
4018,45,57,74,0,0,0,0,0,0,0
4019,55,59,66,0,0,0,0,0,0,0
4020,55,59,64,0,0,0,0,0,0,0
4021,38,50,60,66,0,0,0,0,0,0
4022,54,57,60,68,0,0,0,0,0,0
4023,54,57,60,69,0,0,0,0,0,0
4024,35,47,59,62,67,0,0,0,0,0
4025,36,48,57,62,66,0,0,0,0,0
4026,37,49,58,61,64,0,0,0,0,0
4027,52,67,0,0,0,0,0,0,0,0
4028,55,59,74,0,0,0,0,0,0,0
4029,47,76,0,0,0,0,0,0,0,0
4030,55,57,61,67,0,0,0,0,0,0
4031,31,43,59,62,67,0,0,0,0,0
4032,50,62,66,69,74,0,0,0,0,0
4033,45,57,72,74,78,81,0,0,0,0
4034,31,43,74,79,83,86,0,0,0,0
4035,55,59,67,71,74,0,0,0,0,0
4036,50,67,71,76,0,0,0,0,0,0
4037,52,73,79,83,0,0,0,0,0,0
4038,55,57,61,73,79,81,0,0,0,0
4039,45,73,79,83,0,0,0,0,0,0
4040,50,72,78,83,0,0,0,0,0,0
4041,54,57,60,72,78,81,0,0,0,0
4042,45,72,78,86,0,0,0,0,0,0
4043,54,57,60,72,78,83,0,0,0,0
4044,38,50,71,74,79,0,0,0,0,0
4045,37,49,70,73,78,0,0,0,0,0
4046,37,49,70,73,76,0,0,0,0,0
4047,38,50,69,72,78,0,0,0,0,0
4048,54,57,60,69,72,77,0,0,0,0
4049,69,72,78,0,0,0,0,0,0,0
4050,50,69,72,78,0,0,0,0,0,0
4051,54,57,60,69,72,74,0,0,0,0
4052,52,57,62,66,0,0,0,0,0,0
4053,45,55,61,64,0,0,0,0,0,0
4054,38,45,54,61,62,0,0,0,0,0
4055,47,54,59,62,0,0,0,0,0,0
4056,50,57,61,64,66,0,0,0,0,0
4057,47,56,59,62,64,0,0,0,0,0
4058,45,52,55,57,62,64,0,0,0,0
4059,50,57,61,66,0,0,0,0,0,0
4060,62,64,69,0,0,0,0,0,0,0
4061,43,50,62,66,67,71,0,0,0,0
4062,40,47,62,66,69,0,0,0,0,0
4063,45,52,59,62,66,0,0,0,0,0
4064,61,64,0,0,0,0,0,0,0,0
4065,38,45,49,50,54,57,61,62,66,0
4066,42,49,58,64,0,0,0,0,0,0
4067,49,54,57,61,62,0,0,0,0,0
4068,50,57,61,62,66,0,0,0,0,0
4069,44,54,59,62,64,0,0,0,0,0
4070,45,52,57,62,64,0,0,0,0,0
4071,60,66,69,0,0,0,0,0,0,0
4072,43,50,54,62,66,67,71,0,0,0
4073,50,57,59,61,64,66,69,0,0,0
4074,45,52,55,59,62,66,0,0,0,0
4075,38,45,54,57,62,69,79,81,0,0
4076,66,70,73,78,83,0,0,0,0,0
4077,66,71,78,86,0,0,0,0,0,0
4078,73,76,78,85,0,0,0,0,0,0
4079,67,71,74,78,83,0,0,0,0,0
4080,70,73,76,78,81,0,0,0,0,0
4081,59,71,73,74,78,0,0,0,0,0
4082,45,50,66,69,71,74,0,0,0,0
4083,43,52,64,67,69,73,0,0,0,0
4084,42,54,61,62,66,71,0,0,0,0
4085,40,47,56,64,66,68,71,74,0,0
4086,45,52,55,61,66,0,0,0,0,0
4087,38,45,52,54,61,62,0,0,0,0
4088,40,47,54,55,59,62,0,0,0,0
4089,42,49,52,57,61,66,0,0,0,0
4090,43,50,55,57,62,64,0,0,0,0
4091,45,52,55,57,59,62,64,0,0,0
4092,47,54,57,61,62,66,0,0,0,0
4093,40,47,52,61,64,66,69,0,0,0
4094,38,45,50,54,61,62,76,79,0,0
4095,73,76,0,0,0,0,0,0,0,0
4096,36,43,52,72,76,0,0,0,0,0
4097,31,43,76,81,0,0,0,0,0,0
4098,31,43,75,76,0,0,0,0,0,0
4099,36,48,64,74,0,0,0,0,0,0
4100,41,48,53,65,68,69,0,0,0,0
4101,41,48,53,65,69,0,0,0,0,0
4102,53,57,60,65,72,0,0,0,0,0
4103,36,48,65,69,74,0,0,0,0,0
4104,42,54,66,69,0,0,0,0,0,0
4105,42,54,66,72,0,0,0,0,0,0
4106,50,54,57,60,69,0,0,0,0,0
4107,40,52,64,67,0,0,0,0,0,0
4108,55,59,62,64,67,0,0,0,0,0
4109,35,47,72,0,0,0,0,0,0,0
4110,51,55,58,61,64,67,0,0,0,0
4111,39,51,64,67,0,0,0,0,0,0
4112,34,46,64,67,0,0,0,0,0,0
4113,51,55,58,61,76,79,0,0,0,0
4114,53,57,60,64,67,0,0,0,0,0
4115,38,50,72,79,0,0,0,0,0,0
4116,31,43,71,74,0,0,0,0,0,0
4117,31,43,71,74,83,0,0,0,0,0
4118,33,45,79,0,0,0,0,0,0,0
4119,35,47,77,0,0,0,0,0,0,0
4120,55,60,64,79,0,0,0,0,0,0
4121,37,49,73,76,82,0,0,0,0,0
4122,34,46,84,0,0,0,0,0,0,0
4123,37,49,73,76,82,84,0,0,0,0
4124,37,49,81,0,0,0,0,0,0,0
4125,49,52,55,58,79,0,0,0,0,0
4126,38,45,53,74,77,80,81,0,0,0
4127,53,57,62,0,0,0,0,0,0,0
4128,53,57,62,74,77,81,0,0,0,0
4129,38,50,74,77,81,0,0,0,0,0
4130,53,57,62,77,81,84,0,0,0,0
4131,33,45,77,81,86,0,0,0,0,0
4132,42,54,78,81,0,0,0,0,0,0
4133,51,54,57,60,0,0,0,0,0,0
4134,39,51,78,81,86,0,0,0,0,0
4135,36,48,78,81,84,0,0,0,0,0
4136,33,45,78,83,0,0,0,0,0,0
4137,51,54,57,60,74,81,0,0,0,0
4138,40,52,76,79,0,0,0,0,0,0
4139,55,59,62,76,79,0,0,0,0,0
4140,39,51,76,79,0,0,0,0,0,0
4141,55,58,61,79,0,0,0,0,0,0
4142,38,50,76,79,0,0,0,0,0,0
4143,53,57,60,76,79,0,0,0,0,0
4144,40,52,71,76,0,0,0,0,0,0
4145,40,52,64,0,0,0,0,0,0,0
4146,36,43,52,72,75,76,0,0,0,0
4147,55,60,64,72,75,76,0,0,0,0
4148,31,43,69,72,76,81,0,0,0,0
4149,36,52,64,67,72,0,0,0,0,0
4150,52,55,60,72,0,0,0,0,0,0
4151,40,52,69,0,0,0,0,0,0,0
4152,50,54,57,60,72,0,0,0,0,0
4153,55,58,61,67,70,0,0,0,0,0
4154,34,46,67,70,0,0,0,0,0,0
4155,55,58,61,72,0,0,0,0,0,0
4156,55,58,61,76,79,0,0,0,0,0
4157,33,45,64,67,0,0,0,0,0,0
4158,33,45,74,79,0,0,0,0,0,0
4159,46,47,58,59,70,71,82,83,0,0
4160,36,43,52,67,72,76,0,0,0,0
4161,31,43,69,76,81,0,0,0,0,0
4162,55,60,64,67,79,0,0,0,0,0
4163,37,49,70,73,82,0,0,0,0,0
4164,49,52,55,58,64,70,0,0,0,0
4165,49,52,55,58,64,69,0,0,0,0
4166,49,52,55,58,70,0,0,0,0,0
4167,38,45,53,69,77,81,0,0,0,0
4168,53,57,62,69,74,77,81,0,0,0
4169,38,50,69,74,77,81,0,0,0,0
4170,53,57,62,72,77,81,84,0,0,0
4171,33,45,74,77,81,86,0,0,0,0
4172,53,57,62,72,84,0,0,0,0,0
4173,54,57,60,63,66,72,0,0,0,0
4174,54,57,60,63,66,71,0,0,0,0
4175,54,57,60,63,72,0,0,0,0,0
4176,40,47,55,76,79,0,0,0,0,0
4177,53,57,60,75,76,79,0,0,0,0
4178,31,43,67,71,76,0,0,0,0,0
4179,36,48,64,67,71,72,0,0,0,0
4180,52,55,60,67,0,0,0,0,0,0
4181,52,55,60,71,0,0,0,0,0,0
4182,52,55,60,74,0,0,0,0,0,0
4183,48,52,55,60,0,0,0,0,0,0
4184,53,69,77,81,0,0,0,0,0,0
4185,65,69,77,81,0,0,0,0,0,0
4186,52,67,72,76,79,0,0,0,0,0
4187,64,69,81,0,0,0,0,0,0,0
4188,50,65,77,0,0,0,0,0,0,0
4189,59,65,77,0,0,0,0,0,0,0
4190,52,76,79,0,0,0,0,0,0,0
4191,64,67,72,76,81,0,0,0,0,0
4192,50,74,77,0,0,0,0,0,0,0
4193,59,65,71,74,0,0,0,0,0,0
4194,62,64,67,72,0,0,0,0,0,0
4195,53,69,72,81,0,0,0,0,0,0
4196,52,72,79,0,0,0,0,0,0,0
4197,69,72,76,81,0,0,0,0,0,0
4198,50,69,74,77,0,0,0,0,0,0
4199,57,65,0,0,0,0,0,0,0,0
4200,65,71,77,0,0,0,0,0,0,0
4201,55,72,76,0,0,0,0,0,0,0
4202,59,72,76,0,0,0,0,0,0,0
4203,53,69,72,77,81,0,0,0,0,0
4204,60,77,81,0,0,0,0,0,0,0
4205,69,77,81,0,0,0,0,0,0,0
4206,60,69,77,81,0,0,0,0,0,0
4207,57,69,81,0,0,0,0,0,0,0
4208,52,72,76,79,0,0,0,0,0,0
4209,60,76,79,0,0,0,0,0,0,0
4210,60,69,72,76,81,0,0,0,0,0
4211,55,64,76,0,0,0,0,0,0,0
4212,59,74,77,0,0,0,0,0,0,0
4213,43,74,77,0,0,0,0,0,0,0
4214,59,62,65,71,74,0,0,0,0,0
4215,41,48,57,69,81,0,0,0,0,0
4216,57,60,65,72,0,0,0,0,0,0
4217,57,60,65,69,81,0,0,0,0,0
4218,72,77,81,84,0,0,0,0,0,0
4219,36,48,72,77,81,84,0,0,0,0
4220,57,60,65,69,72,77,81,0,0,0
4221,40,48,55,67,76,79,0,0,0,0
4222,55,60,64,75,0,0,0,0,0,0
4223,31,43,79,0,0,0,0,0,0,0
4224,40,52,67,76,0,0,0,0,0,0
4225,38,50,65,77,0,0,0,0,0,0
4226,53,57,62,69,0,0,0,0,0,0
4227,33,45,68,0,0,0,0,0,0,0
4228,53,57,62,65,77,0,0,0,0,0
4229,50,53,55,59,70,0,0,0,0,0
4230,55,58,60,64,84,0,0,0,0,0
4231,41,57,77,0,0,0,0,0,0,0
4232,41,53,69,72,77,81,0,0,0,0
4233,40,48,55,67,72,76,79,0,0,0
4234,55,60,64,67,76,0,0,0,0,0
4235,31,43,64,72,0,0,0,0,0,0
4236,55,60,64,69,76,0,0,0,0,0
4237,36,52,72,81,0,0,0,0,0,0
4238,31,43,67,76,0,0,0,0,0,0
4239,38,53,77,89,0,0,0,0,0,0
4240,53,57,62,86,0,0,0,0,0,0
4241,38,50,79,88,0,0,0,0,0,0
4242,53,57,62,79,0,0,0,0,0,0
4243,31,43,77,86,0,0,0,0,0,0
4244,50,53,55,59,79,0,0,0,0,0
4245,31,43,76,88,0,0,0,0,0,0
4246,50,53,55,59,74,86,0,0,0,0
4247,79,80,81,83,84,0,0,0,0,0
4248,69,84,0,0,0,0,0,0,0,0
4249,70,83,84,0,0,0,0,0,0,0
4250,67,84,0,0,0,0,0,0,0,0
4251,83,84,0,0,0,0,0,0,0,0
4252,60,65,69,77,81,0,0,0,0,0
4253,60,65,69,75,0,0,0,0,0,0
4254,60,65,69,77,0,0,0,0,0,0
4255,60,65,69,81,0,0,0,0,0,0
4256,64,67,72,76,84,0,0,0,0,0
4257,64,67,72,79,0,0,0,0,0,0
4258,64,67,72,81,83,84,0,0,0,0
4259,64,67,72,84,0,0,0,0,0,0
4260,64,67,72,76,0,0,0,0,0,0
4261,64,67,72,82,84,0,0,0,0,0
4262,64,67,72,77,0,0,0,0,0,0
4263,62,65,67,71,79,83,0,0,0,0
4264,62,65,67,71,0,0,0,0,0,0
4265,62,65,67,71,74,0,0,0,0,0
4266,62,65,67,71,77,0,0,0,0,0
4267,36,43,52,72,76,79,84,0,0,0
4268,31,43,76,79,0,0,0,0,0,0
4269,55,60,64,72,84,0,0,0,0,0
4270,72,76,82,84,0,0,0,0,0,0
4271,40,52,76,79,82,0,0,0,0,0
4272,43,55,72,76,79,82,84,0,0,0
4273,79,82,0,0,0,0,0,0,0,0
4274,38,50,72,84,0,0,0,0,0,0
4275,40,52,79,82,0,0,0,0,0,0
4276,41,48,57,69,72,77,81,0,0,0
4277,36,48,72,75,77,0,0,0,0,0
4278,41,53,69,72,75,77,81,0,0,0
4279,57,60,63,65,69,81,0,0,0,0
4280,45,57,72,75,77,0,0,0,0,0
4281,57,60,63,65,72,0,0,0,0,0
4282,36,48,72,75,0,0,0,0,0,0
4283,36,72,75,0,0,0,0,0,0,0
4284,79,84,0,0,0,0,0,0,0,0
4285,36,43,52,76,83,0,0,0,0,0
4286,55,58,60,64,76,0,0,0,0,0
4287,72,82,84,0,0,0,0,0,0,0
4288,40,52,72,82,84,0,0,0,0,0
4289,55,58,60,64,72,76,82,0,0,0
4290,36,43,52,72,76,79,0,0,0,0
4291,55,58,60,64,72,0,0,0,0,0
4292,36,76,83,0,0,0,0,0,0,0
4293,40,72,81,0,0,0,0,0,0,0
4294,55,58,60,64,72,79,0,0,0,0
4295,41,48,57,69,77,81,0,0,0,0
4296,57,60,63,65,69,75,0,0,0,0
4297,36,48,69,75,77,0,0,0,0,0
4298,57,60,63,65,75,0,0,0,0,0
4299,69,75,79,0,0,0,0,0,0,0
4300,70,74,82,0,0,0,0,0,0,0
4301,67,71,79,0,0,0,0,0,0,0
4302,31,43,77,0,0,0,0,0,0,0
4303,36,43,52,75,87,0,0,0,0,0
4304,43,76,84,88,0,0,0,0,0,0
4305,55,60,64,75,87,0,0,0,0,0
4306,36,76,84,88,0,0,0,0,0,0
4307,36,43,52,76,84,88,0,0,0,0
4308,79,84,88,91,0,0,0,0,0,0
4309,43,81,84,88,93,0,0,0,0,0
4310,55,60,64,79,84,88,91,0,0,0
4311,36,43,52,76,79,84,88,0,0,0
4312,36,48,76,84,88,0,0,0,0,0
4313,57,60,65,68,80,0,0,0,0,0
4314,69,72,77,81,0,0,0,0,0,0
4315,36,48,69,72,77,81,0,0,0,0
4316,41,48,57,72,77,81,84,0,0,0
4317,57,60,65,72,77,81,84,0,0,0
4318,36,48,74,77,81,86,0,0,0,0
4319,42,54,69,72,75,81,0,0,0,0
4320,54,60,63,74,78,86,0,0,0,0
4321,54,60,63,72,78,84,0,0,0,0
4322,42,54,74,78,86,0,0,0,0,0
4323,54,60,63,73,85,0,0,0,0,0
4324,72,78,84,0,0,0,0,0,0,0
4325,39,51,72,78,84,0,0,0,0,0
4326,54,60,63,78,0,0,0,0,0,0
4327,35,67,76,79,0,0,0,0,0,0
4328,55,59,64,71,76,0,0,0,0,0
4329,40,52,67,71,76,79,0,0,0,0
4330,35,69,71,72,76,79,91,0,0,0
4331,34,46,64,67,70,73,76,0,0,0
4332,55,58,64,0,0,0,0,0,0,0
4333,31,43,64,67,70,73,76,0,0,0
4334,55,58,64,67,70,73,76,0,0,0
4335,55,58,64,70,0,0,0,0,0,0
4336,34,46,79,84,88,0,0,0,0,0
4337,50,53,57,64,69,0,0,0,0,0
4338,33,45,64,69,0,0,0,0,0,0
4339,50,53,57,64,67,0,0,0,0,0
4340,50,53,57,67,0,0,0,0,0,0
4341,33,45,72,79,0,0,0,0,0,0
4342,39,51,63,75,0,0,0,0,0,0
4343,36,43,52,64,67,72,76,0,0,0
4344,31,43,64,67,72,76,0,0,0,0
4345,55,60,64,67,72,76,79,0,0,0
4346,43,67,72,76,79,0,0,0,0,0
4347,70,76,82,0,0,0,0,0,0,0
4348,37,49,70,76,82,0,0,0,0,0
4349,55,61,64,72,76,84,0,0,0,0
4350,37,49,72,76,84,0,0,0,0,0
4351,37,49,69,73,76,81,0,0,0,0
4352,68,73,76,80,0,0,0,0,0,0
4353,37,49,68,73,76,80,0,0,0,0
4354,38,50,65,69,74,77,0,0,0,0
4355,33,45,65,69,74,77,0,0,0,0
4356,72,78,81,84,0,0,0,0,0,0
4357,42,54,72,78,81,84,0,0,0,0
4358,54,60,63,75,78,81,87,0,0,0
4359,42,54,75,78,81,87,0,0,0,0
4360,74,78,81,86,0,0,0,0,0,0
4361,42,54,73,78,81,85,0,0,0,0
4362,72,75,78,84,0,0,0,0,0,0
4363,42,54,72,75,78,84,0,0,0,0
4364,40,52,71,76,79,83,0,0,0,0
4365,35,71,76,79,83,0,0,0,0,0
4366,39,51,83,0,0,0,0,0,0,0
4367,55,58,63,76,0,0,0,0,0,0
4368,67,73,0,0,0,0,0,0,0,0
4369,39,51,67,73,0,0,0,0,0,0
4370,55,58,63,67,73,0,0,0,0,0
4371,38,50,79,0,0,0,0,0,0,0
4372,50,53,55,59,70,75,0,0,0,0
4373,31,43,71,76,0,0,0,0,0,0
4374,50,53,55,59,71,76,0,0,0,0
4375,72,75,76,0,0,0,0,0,0,0
4376,43,72,81,0,0,0,0,0,0,0
4377,55,60,64,72,76,79,0,0,0,0
4378,36,48,64,67,70,72,0,0,0,0
4379,64,67,70,72,0,0,0,0,0,0
4380,29,41,65,68,69,0,0,0,0,0
4381,65,68,69,0,0,0,0,0,0,0
4382,36,65,69,0,0,0,0,0,0,0
4383,53,57,60,65,68,69,0,0,0,0
4384,36,65,69,74,0,0,0,0,0,0
4385,40,52,67,0,0,0,0,0,0,0
4386,55,59,64,69,0,0,0,0,0,0
4387,55,59,64,72,0,0,0,0,0,0
4388,55,58,61,64,67,0,0,0,0,0
4389,55,58,61,67,0,0,0,0,0,0
4390,34,46,79,0,0,0,0,0,0,0
4391,31,43,64,67,0,0,0,0,0,0
4392,50,53,55,59,64,67,0,0,0,0
4393,50,53,55,59,69,74,81,0,0,0
4394,45,57,81,0,0,0,0,0,0,0
4395,36,72,76,79,0,0,0,0,0,0
4396,55,61,64,76,0,0,0,0,0,0
4397,55,61,64,73,0,0,0,0,0,0
4398,37,49,76,82,0,0,0,0,0,0
4399,38,50,77,80,81,0,0,0,0,0
4400,50,53,57,60,0,0,0,0,0,0
4401,33,45,77,81,0,0,0,0,0,0
4402,50,53,57,60,77,81,0,0,0,0
4403,38,50,77,81,0,0,0,0,0,0
4404,77,81,84,0,0,0,0,0,0,0
4405,50,53,57,60,77,81,84,0,0,0
4406,39,51,78,87,0,0,0,0,0,0
4407,54,60,63,85,0,0,0,0,0,0
4408,42,54,78,87,0,0,0,0,0,0
4409,54,60,63,84,0,0,0,0,0,0
4410,40,52,79,84,88,91,0,0,0,0
4411,79,84,88,0,0,0,0,0,0,0
4412,35,79,84,88,91,0,0,0,0,0
4413,39,51,79,82,85,88,91,0,0,0
4414,39,51,79,82,85,91,0,0,0,0
4415,38,50,79,83,86,91,0,0,0,0
4416,38,50,79,83,88,91,0,0,0,0
4417,31,43,79,84,88,91,0,0,0,0
4418,79,83,88,0,0,0,0,0,0,0
4419,31,43,79,83,88,0,0,0,0,0
4420,55,59,62,65,77,86,0,0,0,0
4421,34,46,76,79,82,88,0,0,0,0
