,filename,part,staves,mc_mean,mn_mean
36,Black_Diamond_Rag_by_Henry_Lodge_1912.mscz,part_1,[1],48.0839243498818,48.0839243498818
37,Black_Diamond_Rag_by_Henry_Lodge_1912.mscz,part_2,[2],50.13525835866261,50.13525835866261
38,Blue_-_Boogie_etude.mscz,part_1,"[1, 2]",22.032432432432433,22.032432432432433
39,Blue_in_green_piano_rif.mscz,part_1,"[1, 2]",6.291208791208791,6.291208791208791
40,Blue_Lampshade_for_fun.mscz,part_1,"[1, 2]",138.58134589093117,137.58134589093117
41,BN_Remember.mscz,part_1,[1],13.703703703703704,13.703703703703704
42,Bog_sie_rodzi.mscz,part_1,[1],8.147058823529411,8.147058823529411
43,Boogie_woogie__Misc_Traditional_Boogie_Woogie___Basic_Piano_Solo_for_Beginners.mscz,part_1,"[1, 2]",29.6214405360134,29.6214405360134
44,Bouncing_on_the_Keys.mscz,part_1,"[1, 2]",44.623782675551,44.623782675551
45,C64_Cees_Kramer.mscz,part_1,"[1, 2]",105.40473372781065,105.40473372781065
46,Careless_Love.mscz,part_1,[1],9.623188405797102,9.623188405797102
47,Careless_Love__W._C._Handy_Careless_Love.mscz,part_1,[1],14.46987951807229,14.46987951807229
48,Careless_Love__W._C._Handy_Careless_Love.mscz,part_4,[1],14.46987951807229,14.46987951807229
49,Changes.mscz,part_1,"[1, 2]",63.21480057664584,63.21480057664584
50,ChariotsBb.mscz,part_1,[1],8.875,8.875
51,Checker_Rag.mscz,part_1,"[1, 2]",52.265799256505574,52.265799256505574
52,Childrens_Song_No._4.mscz,part_1,"[1, 2]",43.41030723488603,43.41030723488603
53,Chinese_Firecrackers.mscz,part_2,"[2, 3]",27.74496644295302,27.74496644295302
54,Chopins_tude_Op._10_No.1_with_an_inner_voice_with_unusual_authors_accents.mscz,part_1,"[1, 2]",39.62945838837516,39.62945838837516
55,Cleopha__Scott_Joplin.mscz,part_1,"[1, 2]",45.95070422535211,45.93521126760563
56,Clover_Club_Piano_Roll_Transcription_Felix_Arndt_1915.mscz,part_1,[1],53.40083382966051,53.40083382966051
57,Clover_Club_Piano_Roll_Transcription_Felix_Arndt_1915.mscz,part_2,[2],48.84325637910085,48.84325637910085
58,Colonial_Glide__by_Paul_Pratt_1910.mscz,part_1,[1],47.18930957683742,47.18930957683742
59,Colonial_Glide__by_Paul_Pratt_1910.mscz,part_2,[2],47.49822904368359,47.49822904368359
60,Columbia_Rag.mscz,part_1,"[1, 2]",41.765401369010576,41.765401369010576
61,Come_Thou_Fount_of_Every_Blessing_-_Robert_Robinson.mscz,part_1,"[1, 2]",10.97979797979798,10.97979797979798
62,Cool_Cool_Mountain_Theme_as_played_by_Tom_Brier.mscz,part_1,"[1, 2]",176.35646580907243,176.35646580907243
63,Curtis_Fuller_-Locomotion.mscz,part_1,[1],23.5801393728223,23.5801393728223
64,Dance_Date.mscz,part_1,"[1, 2]",14.421412300683372,14.421412300683372
65,Danny_Boy_-_Reharmonized.mscz,part_1,"[1, 2]",9.440677966101696,9.440677966101696
66,Danny_boy_Bill_Evans.mscz,part_1,"[1, 2]",18.095920617420067,17.095920617420067
67,Dat_Dere.mscz,part_1,[1],25.941666666666666,24.941666666666666
68,Deep_In_a_Dream.mscz,part_1,[1],4.961538461538462,3.9615384615384617
69,Desecration_by_Felix_Arndt_1914.mscz,part_1,[1],89.31498470948013,89.31498470948013
70,Desecration_by_Felix_Arndt_1914.mscz,part_2,[2],96.94661016949152,96.94661016949152
71,Dialogues_for_Jazz_Combo_and_Orchestra_II._Andante_-_Ballad.mscz,part_1,"[1, 2]",8.424870466321243,8.424870466321243
72,Dill_Pickles_-_Charles_L_Johnson_-_c1906.mscz,part_1,"[1, 2]",44.45448028673835,44.45448028673835
73,Doodlin.mscz,part_1,[1],11.728571428571428,11.728571428571428
74,Dusting_the_Keys_by_Edward_Claypoole_1923.mscz,part_1,"[1, 2]",51.43103448275862,51.43103448275862
75,Echoes_Unique_by_Edward_Claypoole_1916.mscz,part_1,"[1, 2]",54.79639029892837,54.79639029892837
76,Efficiency_Rag_1917.mscz,part_1,"[1, 2]",47.53646098929118,47.53646098929118
77,Elektra_Glide.mscz,part_1,"[1, 2]",42.97794580970385,42.97794580970385
78,Elite_Syncopations_-_1902.mscz,part_1,"[1, 2]",76.865943432778,76.865943432778
79,Elite_Syncopations_EASY_version.mscz,part_1,"[1, 2]",43.42279411764706,43.42279411764706
80,EUGENIA_Scott_Joplin.mscz,part_1,"[1, 2]",11.6975,11.6975
81,Everything_Happens_To_Me.mscz,part_1,"[1, 2]",15.575,15.575
82,Feeding_the_Kitty_by_George_Cobb_1919.mscz,part_1,[1],35.86596583442839,35.86596583442839
83,Feeding_the_Kitty_by_George_Cobb_1919.mscz,part_2,[2],36.971524288107204,36.971524288107204
84,Fig_Leaf_Rag (1).mscz,part_1,"[1, 2]",47.646254784034994,47.646254784034994
85,Fig_leaf_rag.mscz,part_1,[1],44.112621359223304,44.112621359223304
86,Flambee_Montalbanaise.mscz,part_1,[1],47.939571150097464,47.939571150097464
87,Four_by_Five.mscz,part_1,"[1, 2]",11.454545454545455,11.454545454545455
88,from_marcs_for_dad.mscz,part_1,[1],18.635964912280702,18.635964912280702
89,Fur_Elise_LV_7.mscz,part_1,"[1, 2]",35.642620917734604,35.642620917734604
90,Gabriele_7_The_entertainer.mscz,part_1,"[1, 2]",9.255813953488373,9.255813953488373
91,Gay_Birds_by_Edward_Claypoole_1924.mscz,part_1,"[1, 2]",43.47885888945492,43.47885888945492
92,George_Gershwin_-_Summer_Time_-_Piano_Cover_-_Am.mscz,part_1,"[1, 2]",12.110759493670885,12.110759493670885
93,Get_Down.mscz,part_1,"[1, 2]",19.671342685370742,19.671342685370742
94,Ghost_Castle___Louie_Zong (1).mscz,part_1,"[1, 2]",22.41978021978022,22.41978021978022
95,Ghost_Castle___Louie_Zong.mscz,part_1,"[1, 2]",22.332603938730852,22.332603938730852
96,Glen_Oaks_Rag.mscz,part_1,"[1, 2]",55.76287375415282,55.76287375415282
97,God_minor_9s_are_awesome.mscz,part_1,"[1, 2]",8.511827956989247,8.511827956989247
98,God_Rest_Ye_Merry_Gentleman.mscz,part_2,"[2, 3]",22.90220385674931,22.90220385674931
99,Grace_and_Beauty_by_James_Scott_1909.mscz,part_1,"[1, 2]",47.15944355270198,47.15944355270198
100,Hampton_Hawes_Somebody_Loves_Me.mscz,part_1,"[1, 2]",49.43366778149387,49.43366778149387
101,Handfull_of_Keys.mscz,part_1,[1],88.99133095359511,88.99133095359511
102,Handfull_of_Keys.mscz,part_2,[2],87.4695446481372,87.4695446481372
103,Handful_of_Keys (1).mscz,part_1,"[1, 2]",87.11915767847971,87.11915767847971
104,Handful_Of_Keys.mscz,part_1,"[1, 2]",17.42983751846381,17.42983751846381
105,Happy_Birthday (1).mscz,part_1,"[1, 2]",7.827586206896552,7.827586206896552
106,Happy_Birthday (2).mscz,part_1,"[1, 2]",5.866141732283465,4.866141732283465
107,Happy_Birthday.mscz,part_1,"[1, 2]",5.43859649122807,4.43859649122807
108,Happy_Birthday_to_Julia.mscz,part_1,"[1, 2]",6.453333333333333,5.453333333333333
109,Harbour_Village_Minato_Mura_as_improvised_by_Tom_Brier.mscz,part_1,"[1, 2]",78.82885995216583,77.82885995216583
110,Hard_Hearted_Hannah_The_Vamp_of_Savannah_Lead_sheet_with_lyrics_.mscz,part_1,[1],19.321782178217823,19.321782178217823
111,Hike_to_the_Pike.mscz,part_1,"[1, 2]",70.29179810725552,70.29179810725552
112,Hodn_tst_Zdrav.mscz,part_1,[1],4.827586206896552,4.827586206896552
113,Humorestless_Piano_Roll_Transcription_-_Zez_Confrey_-_1925.mscz,part_1,[1],82.8813104189044,82.8813104189044
114,Humorestless_Piano_Roll_Transcription_-_Zez_Confrey_-_1925.mscz,part_2,[2],85.40530582166544,85.40530582166544
115,IMPROMPTU__Amazing_Grace_How_Sweet_the_Sound.mscz,part_1,"[1, 2]",9.042168674698795,8.042168674698795
116,Improvised_Blues_Piano_Rag.mscz,part_1,"[1, 2]",37.75140664961637,36.75140664961637
117,Improvised_Foxtrot_by_Tom_Brier.mscz,part_1,"[1, 2]",58.29894366197183,57.29894366197183
118,Im_Gonna_Sit_Right_Down_And_Write_Myself_A_Letter.mscz,part_1,"[1, 2]",20.805763073639273,20.805763073639273
119,Inkwell_Hell.mscz,part_1,"[1, 2]",27.53173241852487,27.53173241852487
120,Interval_Constructie_werkblad_1.mscz,part_1,[1],12.5,12.5
121,Interval_Constructie_werkblad_2.mscz,part_1,[1],12.5,12.5
122,In_The_Bleak_Midwinter_Week_1.mscz,part_1,"[1, 2]",8.221052631578948,8.221052631578948
123,In_the_bleak_midwinter__Gustav_T._Holst_Jazzified.mscz,part_1,"[1, 2]",12.983333333333333,12.983333333333333
124,In_the_Mood__Joe_Garland.mscz,part_1,"[1, 2]",48.48373333333333,48.48373333333333
125,J.J.J._Rag_by_Joe_Jordan_1905.mscz,part_1,"[1, 2]",37.755860953920774,37.755860953920774
126,Jazzapation_by_Edward_Claypoole_1920.mscz,part_1,"[1, 2]",35.77453896490184,35.77453896490184
127,Jazzy_Saints.mscz,part_1,"[1, 2]",8.859504132231406,8.859504132231406
